,action_id,action_type_label,action_subcategory_label,action_start_date,action_year,action_end_date,action_collection_year,action_collection,action_universe,action_category_label,action_channel,action_label,client_id,client_is_present,client_is_invited,duration,duration_days,gain_user,cluster_not_attending_gain,real_gain_event
8305,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c08048160,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8306,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c48445315,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8307,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c60127982,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8308,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c92476529,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8309,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c16434910,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8310,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c52539495,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8311,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c44945963,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8312,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c98250011,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8313,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c50355511,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8314,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c45496027,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8315,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c03854474,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8316,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c27063280,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8317,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c58436069,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8318,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c58769145,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8319,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c45059561,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8320,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c55697499,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8321,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c02864901,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8322,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c50951206,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8323,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c88232945,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8324,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c29090285,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8325,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c93880159,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8326,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c66056427,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8327,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c10177536,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8328,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c77189081,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8329,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c95222711,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8330,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c71735042,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8331,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c01175617,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8332,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c65462846,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8333,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c04260299,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8334,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c20808419,1,1,0 days,0.0,-2803.9797380035106,1405.1170103092782,-4209.096748312789
8335,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c76531298,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8336,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c26765916,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8337,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c83224856,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8338,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c34949712,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8339,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c88439411,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8340,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c77868006,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8341,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c63158155,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8342,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c21557374,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8343,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c77880977,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8344,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c86237032,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8345,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c58882925,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8346,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c34803284,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8347,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c01863045,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8348,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c99709553,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8349,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c74727516,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8350,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c79094537,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8351,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c74449570,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8352,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c28404947,1,1,0 days,0.0,-2803.9797380035106,-1201.5260289461767,-1602.453709057334
8353,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c91085438,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8354,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c09925261,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8355,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c95510352,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8356,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c07883857,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8357,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c95178075,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8358,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c80139782,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8359,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c49487683,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8360,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c39792376,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8361,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c26733253,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8362,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c71573358,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8363,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c74425607,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8364,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c94696999,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8365,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c66035856,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8366,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c10690166,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8367,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c01018033,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8368,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c79454241,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8369,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c01452104,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8370,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c30336786,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8371,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c84710314,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8372,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c25161598,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8373,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c33858130,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8374,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c92572350,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8375,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c32181879,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8376,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c38218237,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8377,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c27101178,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8378,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c77403845,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8379,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c13301463,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8380,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c61391849,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8381,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c45091355,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8382,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c74164699,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8383,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c58111805,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8384,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c35594259,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8385,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c17022093,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8386,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c37248396,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8387,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c51843664,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8388,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c71160834,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8389,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c72761637,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8390,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c99532330,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8391,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c80657089,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8392,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c82571206,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8393,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c86324556,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8394,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c54401509,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8395,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c94671002,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8396,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c88867154,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8397,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c35626600,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8398,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c22637687,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8399,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c58876253,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8400,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c86534414,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8401,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c54290078,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8402,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c51270538,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8403,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c75892177,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8404,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c79796153,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8405,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c99773396,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8406,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c74304296,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8407,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c84446683,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8408,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c08875453,1,1,0 days,0.0,-2803.9797380035106,1405.1170103092782,-4209.096748312789
8409,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c50757314,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8410,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c23865871,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8411,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c08929546,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8412,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c58259757,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8413,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c19667302,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8414,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c41845530,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8415,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c33482291,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8416,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c55623632,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8417,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c90416416,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8418,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c11921109,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8419,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c05257426,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8420,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c39294691,1,1,0 days,0.0,-2803.9797380035106,1405.1170103092782,-4209.096748312789
8421,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c49240145,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8422,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c75691928,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8423,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c84181153,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8424,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c19172213,1,1,0 days,0.0,-2803.9797380035106,1405.1170103092782,-4209.096748312789
8425,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c66005633,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8426,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c71506819,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
